Id,Water_.g.,Energ_Kcal,Protein_.g.,Lipid_Tot_.g.,Ash_.g.,Carbohydrt_.g.,Fiber_TD_.g.,Sugar_Tot_.g.,Calcium_.mg.,Iron_.mg.,Magnesium_.mg.,Phosphorus_.mg.,Potassium_.mg.,Sodium_.mg.,Zinc_.mg.,Copper_.mg.,Manganese_.mg.,Selenium_.µg.,Vit_C_.mg.,Thiamin_.mg.,Riboflavin_.mg.,Niacin_.mg.,Panto_Acid_.mg.,Vit_B6_.mg.,Folate_Tot_.µg.,Folic_Acid_.µg.,Food_Folate_.µg.,Folate_DFE_.µg.,Choline_Tot_.mg.,Vit_B12_.µg.,Vit_A_IU,Vit_A_RAE,Retinol_.µg.,Alpha_Carot_.µg.,Beta_Carot_.µg.,Beta_Crypt_.µg.,Lycopene_.µg.,Lut.Zea_.µg.,Vit_E_.mg.,Vit_D_µg,Vit_D_IU,Vit_K_.µg.,FA_Sat_.g.,FA_Mono_.g.,FA_Poly_.g.,Cholestrl_.mg.
320,83.4,59,0.300000000000001,0,0.3,16,0.6,12.6,9,0.22,5,7,94,0,0.04,0.03,0.1748,0.4,2.5,0.016,0.00900000000000004,0.143,0.104,0.037,3,0,3,2.99999999999999,4.5,0,132,7,0,2,64,27,0,43,0.29,0,0,1.5,4.44089209850063e-16,0,0,0
321,83.2,60,0.199999999999998,0,0.2,16.4,0.975,12.129,10,0.26,5,8,58,7,0.0499999999999998,0.028,0.0999,0.4,18.8,0.011,0.031,0.0800000000000001,0.094,0.031,3,0,3,2.99999999999999,3.3,0,20,0.999999999999986,0,6.65,37.65,47.25,0,40.8,0.2015,0,0,1.745,0.0199000000000003,0.0156000000000001,0.0362999999999998,0
322,86.5,52,0.199999999999998,0.0999999999999996,0.52,12.7,0.4,10.6,64,0.3,7,11,86,4,0.04,0.02,0.09,0.0999999999999979,21.2,0.01,0.02,0.1,0.056,0.05,1,0,1,0.999999999999993,2.2,0,3,0,0,0,2,0,0,21,0.01,0,0,0.0999999999999996,0.0200000000000005,0.00399999999999956,0.0289999999999999,0
323,87.76,53,2.04,1.12,0.42,8.66,1.1,1.46,27,0.33,8,32,83,34,0.3,0.02,0.11,2.1,0.199999999999999,0.025,0.046,0.628,0.127,0.046,3,0,3,2.99999999999999,9.4,0.02,2612,131,0,592,1270,0,0,36,0.16,0,2,2.1,0.302,0.402,0.269,7
324,90.6,34,1.01,0.109999999999999,0.4,7.88,1,3.08,17,0.31,13,30,112,40,0.24,0.036,0.144,0.299999999999999,3.3,0.014,0.042,0.566,0.348,0.114,11,0,11,11,7.9,0,9246,462,0,1117,4989,0,0,178,0.3,0,0,5.7,4.44089209850063e-16,0,0,0
325,81.5,67,0.4,0.199999999999999,0.2,17.8,1.6,7.1,8,0.3,12,9,108,0,0.0699999999999998,0.046,0.1573,0.6,25.7,0.015,0.02,0.218,0.173,0.139,6,0,6,6,3.1,0,44,2,0,17,18,0,0,6,0.6,0,0,0.199999999999999,0.0760000000000001,0.0179999999999998,0.0369999999999999,0
326,90,32,2.3,0.199999999999999,0.7,6.8,1.5,2.57,28,0.83,21,28,168,31,0.26,0.07,0.17505,0.699999999999999,5.7,0.061,0.069,0.779,0.26,0.1,40,0,40,40,13.4,0,6067,303,0,740,3270,0,0,1374,0.52,0,0,24.5,0.0350000000000001,0.0110000000000001,0.0899999999999999,0
327,87.8,57,2.5,1.9,0.5,7.3,1.1,1.45,8,0.43,7,30,46,26,0.4,0.032,0.11995,5.7,1.4,0.028,0.036,0.582,0.23,0.031,12,7,6,17,12.1,0.1,656,33,0,146,320,0,1030,163,0.47,0,1,4.6,0.766,0.838,0.0939999999999999,8
328,85.3,62,2.6,0.9,0.3,10.9,1.8,7.98,4,0.3,7,34,120,9,0.4,0.04,0.02,4.6,0.0999999999999996,0.06,0.06,0.73,0.097,0.07,2,0,2,1.99999999999999,11.8,0.02,6,0,0,0,3,2,0,14,0.0700000000000001,0.1,3,0.5,0.25,0.36,0.111,8
329,87.3,59,3.4,2.5,0.7,5.7,2.6,2.04,22,0.5,13,45,226,69,0.8,0.054,0.14,2.8,0.800000000000001,0.02,0.06,0.93,0.2246,0.1,17,0,17,17,15.9,0.3,14452,723,0,3716,6813,0,1,139,0.65,0,1,7.4,0.96,1.06,0.13,8
330,85.6,57,1.1,0.300000000000001,0.43,12.7,1.3,9.3,3,0,11,32,265,0,0.13,0.054,0.2317,2.4,12.3,0.04,0.05,0.8,0.1155,0.13,6,0,6,6,3.4,0,133,7,0,0,73,13,0,65,0.24,0,0,5.7,0.0600000000000001,0.12,0.0699999999999998,0
331,86.3,60,3.8,1.6,0.8,7.5,0.8,1.12,11,0.4,14,63,107,183,0.61,0.1,0.23,3.3,0.300000000000001,0.07,0.07,2.11,0.264,0.13,3,0,3,2.99999999999999,13.7,0.1,2268,113,0,489,1116,0,1175,137,0.15,0,2,2.5,0.5,0.555,0.309,7
332,85.4,65,2.16,1.38,0.18,10.88,1.8,6.06,18,0.38,6,32,95,12,0.36,0.04,0.03,2.5,0.199999999999999,0.02,0.057,0.577,0.098,0.083,1,0,1,0.999999999999993,9.1,0.02,30,2,0,0,13,10,0,16,0.0700000000000001,0,1,0.6,0.347,0.411,0.35,5
333,86.92,62,3.59,2.48,0.67,6.34,1.4,1.43,37,0.52,12,58,170,17,0.39,0.03,0.12,2.2,17.7,0.019,0.098,0.964,0.273,0.052,69,10,59,76,31.1,0.33,474,24,1,9,278,0,0,511,0.6,0,1,73.5,0.51,0.77,0.43,13
334,92.5,31,-1.77635683940025e-15,0,0.15,7.4,0,6.12,71,0,3,3,22,11,0.71,0.014,0.087,0.0999999999999979,35.3,0.00700000000000001,0.013,0.0600000000000001,0.22,0.022,1,0,1,0.999999999999993,1.4,0,4,0,0,0,2,0,0,34,0,0,0,0.199999999999999,4.44089209850063e-16,0.00199999999999978,0.0150000000000001,0
335,83.7,74,2.51,2.17,0.58,11.04,1.3,2.65,30,0.45,13,25,200,22,0.37,0.081,0.153,1.7,0,0.02,0.04,1.04,0.329,0.137,6,0,6,6,11.8,0.05,4318,216,1,0,2590,0,0,0,0.58,0.1,4,1.3,0.572,0.98,0.48,11
336,81.5,78,3.5,2,1.03,11.97,1.2,0.800000000000001,53,0.4,14,108,143,205,0.6,0.06,0.018,5.5,0.0999999999999996,0.05,0.1,1.06,0.345,0.16,6,0,6,6,15.4,0.0700000000000001,31,8,8,0,3,0,0,5,0.02,0,1,1.3,1.1,0.733,0.163,6
337,82.19,84,3.73,3.26,0.87,9.94,0.6,5.1,162,3.49,18,110,151,43,0.57,0.057,0.004,5.6,0.199999999999999,0.242,0.353,2.707,0.384,0.06,7,0,7,7,16.6,0.42,150,43,42,0,6,0,0,12,0.43,1.2,47,0.4,1.76,0.802,0.309,10
338,81.81,86,3.82,3.46,0.92,10,0.4,5.9,153,3.63,18,111,178,48,0.49,0.053,0.004,4.9,0.4,0.315,0.437,1.605,0.345,0.065,6,0,6,6,15.4,0.43,155,43,42,2,8,0,0,12,0.44,1.2,47,0.5,1.808,0.859,0.342,10
339,81.81,86,3.82,3.46,0.92,10,0.4,5.9,153,3.63,18,111,178,48,0.49,0.053,0.004,4.9,0.4,0.315,0.437,1.605,0.345,0.104,6,0,6,6,15.4,0.43,155,43,42,2,8,0,0,12,0.44,1.2,47,0.5,1.82,0.859,0.345,10
340,74.5,115,5,3.9,1.3,15.3,0.905,5.2615,289,11.09,35,198,170,49,0.93,0.095,0.16325,8.64,4.91,0.487,0.602,6.034,0.514,0.06,10,0,10,10,19.47,0.3,753.25,93.05,66.5,18.45,306.6,6.15,67.1,706.55,1.255,0.89,35.3,41.775,1.41735,0.78305,0.6055,9.85
341,81.96,85,3.45,3.38,0.89,10.31,0,4.87,168,3.63,25,122,151,42,0.49,0.048,0.004,4.3,0.199999999999999,0.243,0.324,2.449,0.345,0.069,6,0,6,6,14.6,0.41,150,42,42,0,6,0,0,0,0.44,1.2,47,0.199999999999999,1.793,0.846,0.333,10
342,74.4,115,3.9,3.3,1.3,17.1,0.73,5.636,291,10.81,45,181,141,49,0.65,0.063,0.1466,8.685,0,0.476,0.608,6.083,0.53575,0.115,8,0,8,8,18.005,0.3,108,21,19,0.299999999999997,27,0.0999999999999996,67.1,26.05,1.1875,1.035,41.15,3.325,1.53605,0.80245,0.6323,9.95
343,81.81,86,3.57,3.32,0.81,10.49,0.1,6.13,156,3.63,20,109,180,47,0.46,0.042,0.004,4.3,0.199999999999999,0.684,0.444,1.849,0.345,0.085,6,0,6,6,15.2,0.43,152,43,42,1,7,0,0,3,0.0900000000000001,1.2,47,0.5,1.798,0.826,0.294,10
344,75.8,127,2.79,6.5,0.71,14.2,0,9.7,81,1.9,9,46,137,34,1.02,0.1,0.02895,1.6,11,0.127,0.178,1.33,0.5559,0.095,19,19,0,32,15.4,0.42,381,114,114,0,0,0,0,0,1.91,1.9,76,10,2.97,2.06,1.42,2
345,88,63,1.38,3.5,0.32,7.2,0,7.18,51,1.18,5,35,71,18,0.66,0.05,0.01105,1.8,7.9,0.052,0.092,0.660000000000001,0.3679,0.04,11,11,0,18,16,0.19,193,58,58,0,0,0,0,0,0.87,1,40,5.2,1.469,1.33,0.67,1
346,3.3,520,10.8,27,2.7,56.2,0,56,400,9.3,41,270,560,139,5.2,0.39,9.24675,14.5,62,0.41,0.72,5.2,3.811,0.31,83,83,0,141,124,1.55,1567,470,470,0,0,0,0,0,6.9,7.8,310,41,11.5,10.3,5.2,17
347,88,63,1.38,3.5,0.32,7.18,0,7.18,51,0.46,5,35,71,18,0.66,0.05,0.01,1.8,7.9,0.052,0.092,0.660000000000001,0.294,0.04,11,11,0,18,8,0.19,193,58,58,0,0,0,0,0,0.87,1,40,5.2,1.479,1.291,0.689,1
348,3.3,511,10.8,27,2.7,56.2,0,56,400,9.3,41,270,560,139,5.2,0.39,9.24675,14.5,62,0.41,0.72,5.2,3.811,0.31,83,83,0,141,62,1.55,1550,470,470,0,0,0,0,0,6.9,7.8,310,41,11.221,9.899,5.24,17
349,3.3,511,10.8,27,2.7,56.2,0,56,400,3.6,41,270,560,139,5.2,0.39,9.24675,14.5,62,0.41,0.72,5.2,3.811,0.31,83,83,0,141,62,1.55,1550,470,470,0,0,0,0,0,6.9,7.8,310,41,11.5,10,5.3,17
350,88.35,64,1.38,3.5,0.32,7.1,0,7.1,51,1.18,5,35,71,18,0.66,0.05,0.01,1.8,7.9,0.052,0.092,0.660000000000001,0.33,0.04,11,11,0,18,8,0.19,193,58,58,0,0,0,0,0,0.87,1,40,5.2,1.453,1.255,0.67,1
351,75.7,127,3.53,6.73,0.92,13.12,0,13.08,120,2.28,14,80,138,60,1.27,0.095,0.0484,3.5,15.1,0.101,0.114,1.27,0.54495,0.077,20,20,0,34,23,0.37,374,112,112,0,0,0,0,0,1.68,1.6,64,10.1,2.879,2.493,1.159,0
352,75.32,131,2.76,7.16,0.72,14.24,0,14.24,102,0.92,11,70,142,39,1.31,0.098,0.04845,3.6,15.8,0.105,0.184,1.313,0.5554,0.079,21,21,0,36,17,0.39,394,118,118,0,0,0,0,0,1.22,2,79,10,3.078,2.659,1.419,2
353,2,519,14,28,3.2,52.8,0,51,580,9.4,55,380,550,240,5,0.38,9.2385,14,60,0.4,0.45,5,3.816,0.3,80,80,0,136,60,1.5,1900,570,570,0,0,0,0,0,13.4,7,278,60,16.8,4.6,6.5,2
354,87.5,67,1.82,3.65,0.41,6.63,0,6.63,75,1.17,7,49,71,31,0.65,0.049,0.01105,1.8,7.8,0.052,0.059,0.654,0.3679,0.039,10,10,0,18,8,0.19,250,75,75,0,0,0,0,0,1.74,0.9,35,7.8,2.172,0.583,0.809,0
355,88.35,63,1.64,3.5,0.4,6.11,0,6.11,69,1.18,7,54,79,23,0.79,0.05,0.0124,1.8,7.9,0.052,0.059,0.660000000000001,0.357,0.04,11,11,0,18,8.2,0.19,194,58,59,0,0,0,0,0,0.87,1,40,5.2,1.443,1.292,0.651,0
356,75.47,131,3.19,7.13,0.77,13.58,0,13.58,134,2.3,14,106,153,45,1.53,0.096,0.047,3.6,15.3,0.102,0.115,1.28,0.54485,0.077,20,20,0,34,16.8,0.38,377,113,113,0,0,0,0,0,1.7,1.9,77,10.2,3.038,2.72,1.371,0
357,75.47,132,2.68,7.11,0.64,14.42,0,13.96,104,2.3,10,70,140,38,1.28,0.096,0.0455,3.6,15.3,0.102,0.179,1.283,0.544,0.077,20,20,0,34,15,0.38,377,113,113,0,0,0,0,0,1.7,1.9,77,10.2,3.059,2.642,1.411,2
358,88.35,66,1.38,3.5,0.33,6.44,0,6.44,54,1.18,5,36,72,19,0.66,0.05,0.01105,1.8,7.9,0.052,0.092,0.660000000000001,0.3679,0.04,11,11,0,18,8,0.19,194,58,58,0,0,0,0,0,0.87,1,40,5.2,1.453,1.255,0.67,1
359,2.25,524,11.4,28.71,2.7,54.94,0,52.38,288,1.13,31,144,411,123,3.85,0.462,0.026,9.8,46.2,0.514,0.77,5.392,2.311,0.308,77,77,0,131,61.6,1.28,1541,462,462,0,0,0,0,0,8.61,7.7,308,41.1,12.214,5.242,10.835,17
360,85.07,78,2.12,4.24,0.75,8.2,0,8.2,163,0.29,9,91,101,34,1.17,0.195,0.00900000000000001,1.4,28.9,0.195,0.484,3.902,1.483,0.195,29,29,0,49,6,0.43,973,292,292,0,0,0,0,0,2.09,2.9,117,9.4,2.544,0.402,0.842,2
361,85.61,71,1.8,3.26,0.6,8.73,0,8.3,141,1.41,9,79,101,34,1.18,0.196,0.00900000000000001,1.4,29.1,0.196,0.487,3.927,1.492,0.196,29,29,0,49,7,0.43,982,294,294,0,0,0,0,0,2.11,2.7,106,9.4,2.12,0.324,0.737,2
362,2.5,517,12.6,28.09,3.24,53.57,0,52.97,540,9.26,39,386,555,226,3.86,0.386,0.129,10.8,46.3,0.309,0.463,6.943,3.857,0.309,77,77,0,131,60,2.31,1543,462,463,0,0,0,0,0,5.1,7.7,309,56.6,9.167,10.778,6.584,0
363,75.7,126,3.53,6.73,0.92,13.12,0,9.87,123,2.28,14,80,138,60,1.27,0.095,0.0439499999999999,3.5,15.1,0.101,0.114,1.271,0.54295,0.077,20,20,0,34,15.4,0.37,374,112,112,0,0,0,0,0,1.68,1.6,64,10.1,2.798,2.486,1.327,0
364,87.38,66,1.83,3.5,0.48,6.81,0,5.13,62,1.18,7,42,72,31,0.66,0.05,0.01105,1.8,7.9,0.052,0.059,0.660000000000001,0.3679,0.04,11,11,0,18,8,0.19,193,58,58,0,0,0,0,0,0.87,0.8,33,5.2,1.453,1.255,0.67,0
365,87.32,66,1.8,3.63,0.48,6.77,0,4.4,69,1.18,5,49,77,29,0.49,0.049,0.00600000000000001,1.2,5.9,0.039,0.059,0.885,0.491,0.039,10,10,0,17,8,0.3,197,59,59,0,0,0,0,0,1.32,0.7,29,9.8,1.838,0.294,1.113,1
366,2.5,514,12.5,27,1.5,56,0,51,590,8.9,39,330,565,173,6.2,0.59,5.4005,14.6,79,0.2,0.99,9.9,0.561,0.49,128,84,44,187,124,1.48,1580,474,474,0,0,0,0,0,9,9.8,390,41.3,11.37,10.3,5.402,16
367,87.79,65,1.36,3.55,0.38,6.92,0,6.9,51,1.18,4,28,69,16,0.49,0.059,0.003,1.2,5.9,0.066,0.099,0.69,0.296,0.039,10,10,0,17,8,0.16,197,59,59,0,0,0,0,0,1.32,1,39,5.3,1.237,1.314,0.801,2
368,76.16,127,2.64,6.89,0.79,13.76,0,13.76,99,2.3,8,54,134,31,0.96,0.115,0.00600000000000001,2.8,11.5,0.127,0.191,1.339,0.574,0.076,19,19,0,33,15.6,0.32,382,114,114,0,0,0,0,0,1.28,1.9,76,10.2,2.401,2.551,1.555,3
369,3.5,510,12.5,27,3.9,53,0,53,530,9.5,55,420,600,171,6,0.38,0.125,13.3,60,0.4,0.45,5,2.3497,0.3,80,80,0,136,60,1.42,1420,430,430,0,0,0,0,0,6.4,7.5,300,40,11.37,10.32,5.2,0
370,2.25,522,10.89,28.87,3.26,54.73,0,54.73,410,9.47,32,221,552,126,3.94,0.473,0.026,11.6,47.3,0.526,0.789,5.522,2.367,0.316,79,79,0,134,64,1.32,1577,473,473,0,0,0,0,0,5.29,7.9,316,42.1,9.873,10.491,6.396,14
371,75.47,131,3.19,7.11,0.77,13.58,0,13.58,134,2.3,14,106,153,45,1.53,0.096,0.047,3.6,15.3,0.102,0.115,1.283,0.54485,0.077,20,20,0,34,16.8,0.38,377,113,113,0,0,0,0,0,1.16,1.9,77,10.2,2.969,2.598,1.378,0
372,76.16,127,2.64,6.89,0.79,13.76,0,13.76,99,0.89,8,54,134,31,0.96,0.115,0.00600000000000001,2.8,11.5,0.127,0.191,1.339,0.579,0.076,19,19,0,33,21.6,0.32,382,114,114,0,0,0,0,0,1.28,1.9,76,10.2,2.401,2.551,1.555,3
373,2.25,522,10.85,28.87,3.25,54.78,0,54.7,410,3.68,32,221,552,126,3.94,0.473,0.026,11.6,47.3,0.526,0.789,5.522,2.367,0.316,79,79,0,134,88.9,1.32,1578,473,473,0,0,0,0,0,5.29,7.9,316,42.1,9.873,10.491,6.396,14
374,87.5,64,1.6,3.28,0.49,7.13,0,5.68,67,1.15,7,41,74,26,0.58,0.051,0.01105,1.9,7.7,0.039,0.06,0.864,0.3679,0.038,10,10,0,17,7,0.19,193,58,58,0,0,0,0,0,0.94,1,39,5.8,1.4,1.189,0.695,2
375,80.47,99,2.86,4.77,0.75,11.15,0,10.5,93,1.34,19,76,125,36,1.15,0.095,0.239,2.2,9.5,0.258,0.201,1.614,0.955,0.248,35,36,0,60,29,0.57,246,74,74,0,0,0,0,0,1.46,1.2,48,3.6,1.256,1.936,1.068,2
376,3,480,15.6,21,3.3,57.1,0,56,920,9.5,52,620,570,171,5.7,0.36,0.24,13.3,57,0.38,0.43,4.7,2.4918,0.28,76,76,0,129,57,1.42,1420,430,430,0,0,0,0,0,6.4,7.1,284,38,8.905,7.8,4.2,0
377,86.4,67,2.14,2.91,0.46,8.09,0,7.77,128,1.31,7,85,79,23,0.79,0.05,0.033,1.8,7.9,0.052,0.059,0.660000000000001,0.33,0.04,11,11,0,18,11.515,0.19,194,58,58,0,0,0,0,0,0.6,1,40,5.2,1.242,1.078,0.573,0
378,2.2,521,10.85,28,2.6,57,0,57,430,9.4,42,290,580,156,5.2,0.39,9.24675,14.6,62,0.42,0.13,5.2,3.811,0.31,83,83,0,141,60,1.56,1567,470,470,0,0,0,0,0,6.9,7.8,310,42,12.02,10.43,5.26,8
379,80.47,99,2.8,4.7,0.75,11.28,0.5,7.6,92,1.32,19,80,124,36,0.56,0.106,0.144,3,9.6,0.256,0.2,0.96,0.96,0.248,28,28,0,48,28.4,0.56,152,46,46,0,0,0,0,0,1.46,1.2,48,5.6,1.256,1.936,1.067,2
380,86.6,65,1.7,2.7,0.47,8.54,0,6.19,78,1.2,5,52,88,25,0.52,0.055,0.0109,1.3,5.9,0.052,0.091,0.65,0.35525,0.042,10,10,0,17,8,0.16,163,48,48,0,0,0,0,0,0.91,1.1,43,5.2,1.18,0.87,0.6,1
381,2.5,471,12.2,19.3,3.77,62.23,0,44.3,565,8.5,38,377,636,184,4,0.4,9.2492,9.4,42,0.377,0.659,4.71,3.8208,0.306,71,71,0,121,56.5,1.2,1178,354,354,0,0,0,0,0,6.6,7.7,309,38,8.54,6.23,4.31,6
382,3,480,15.6,21,3.3,57.1,0,56,920,9.5,52,620,570,171,5.7,0.36,0.24,13.3,57,0.38,0.43,4.7,2.4918,0.28,76,76,0,129,62,1.42,1420,430,430,0,0,0,0,0,4.28,7.1,284,38,8.905,7.8,4.2,0
383,86.41,67,2.14,2.91,0.46,8.08,0,7.77,128,1.31,7,85,79,23,0.79,0.05,0.033,1.8,7.9,0.052,0.059,0.660000000000001,0.33,0.04,11,11,0,18,8,0.19,194,58,58,0,0,0,0,0,0.87,1,40,5.2,1.243,1.078,0.544,0
384,82.62,68,1.26,0.279999999999999,0.61,15.23,1.8,4,18,0.31,10,29,154,14,0.19,0.051,0,1.1,5,0.018,0.041,0.444,0.323,0.06,14,0,14,14,10.2,0.01,2496,126,1,12,1488,3,0,215,0.51,0,0,0.6,0.0530000000000004,0.0709999999999997,0.123,1
385,88,63,1.8,3.5,0.61,6.09,0,6.1,59,1.18,7,41,69,18,0.53,0.046,0.01105,1.4,5.4,0.07,0.1,0.49,0.3679,0.04,5,5,0,9,9,0.2,247,59,56,0,37,0,0,0,0.42,0.9,37,5.1,1.6,1.4,0.5,0
386,76,126,3.6,7,1.22,12.18,0,12.18,118,2.36,14,82,138,36,1.06,0.092,0.0484,3.6,10.8,0.14,0.2,0.98,0.55595,0.08,10,10,0,17,18,0.4,393,118,118,0,0,0,0,0,0.83,2.1,86,10.2,3.2,2.8,1,0
387,87,68,1.71,3.49,0.33,7.53,0,6.44,53,1.23,5,36,74,27,0.68,0.051,0.01105,1.9,8.2,0.055,0.096,0.684,0.3679,0.041,11,11,0,19,8,0.21,205,58,58,0,0,0,0,0,0.62,1,41,5.5,1.453,1.255,0.67,1
388,3,509,12.73,25.97,2.46,56.03,0,56.03,397,9.16,41,269,550,204,5.09,0.382,9.2492,14.3,61.1,0.408,0.713,5.088,3.8208,0.306,82,82,0,139,62,1.53,1528,459,459,0,0,0,0,0,4.6,7.7,306,40.9,10.942,9.292,5.124,17
389,87,69,1.92,3.77,0.38,6.94,0,6.9,72,1.23,6,42,97,23,0.82,0.082,0.00600000000000001,1.6,10.3,0.151,0.102,1.336,0.548,0.068,17,17,0,29,11,0.27,315,94,94,0,0,0,0,0,1.11,1.2,48,7.5,2.447,0.387,0.844,2
390,2.25,520,14.42,28.33,3.26,51.75,0,52.02,541,9.26,46,319,731,170,6.18,0.618,51.499,11.8,77.2,1.133,0.773,10.043,4.12,0.515,128,128,0,218,82.4,2.06,2371,711,711,0,0,0,0,0,8.34,9,361,56.7,9.871,10.492,6.66,14
391,87,68,1.48,3.74,0.75,7.4,0,7.4,58,1.24,3,39,74,21,0.52,0.06,0.003,1.2,6,0.069,0.104,0.726,0.311,0.042,10,10,0,18,11.1,0.17,208,62,62,0,0,0,0,0,0.93,1,40,5.5,2.43,0.384,0.832,2
392,2.2,520,11.13,28.14,3,55.67,0,55.67,436,9.33,30,293,557,158,3.91,0.451,0.023,9,45.1,0.519,0.782,5.462,2.33,0.316,75,75,0,128,83.5,1.28,1559,468,468,0,0,0,0,0,7.07,9.2,369,41.4,18.305,2.894,6.27,15
393,87.79,66,1.36,3.7,0.38,6.77,0,6.9,53,1.18,4,28,69,16,0.49,0.059,0.003,1.2,5.9,0.066,0.099,0.69,0.296,0.039,10,10,0,17,8,0.16,197,59,59,0,0,0,0,0,1.32,1,39,5.3,1.237,1.314,0.801,2
394,2.25,522,10.89,28.87,3.26,54.73,0,54.73,410,9.47,32,221,552,126,3.94,0.473,0.026,11.6,47.3,0.526,0.789,5.522,2.367,0.316,79,79,0,134,64,1.32,1578,473,473,0,0,0,0,0,5.29,7.9,316,42.1,9.873,10.491,6.396,14
395,2.5,517,12.6,28.09,3.24,53.57,0,52.97,540,9.26,39,386,555,226,3.86,0.386,0.129,10.8,46.3,0.309,0.463,6.943,3.857,0.309,77,77,0,131,60,2.31,1543,462,462,0,0,0,0,0,5.1,7.7,309,56.6,9.167,10.778,6.584,0
396,86,71,2,3.8,0.8,7.4,0,7.4,86,1.28,6,47,75,25,0.88,0.086,0.011,2,11.3,0.141,0.141,1.423,0.605,0.071,19,19,0,31,17.1,0.21,193,58,58,0,0,0,0,0,1.32,1.4,57,5.7,1.578,1.33,0.862,1
397,88.97,48,1.11,1.47,0.98,7.47,1.2,1.17,20,0.16,8,24,118,176,0.16,0.06,0.056,0.5,1.5,0.03,0.02,0.419,0.194,0.089,6,0,6,6,5.8,0.01,84,13,11,2,28,0,0,98,0.0900000000000001,0,0,8.1,0.875,0.370000000000001,0.0920000000000001,4
398,87.5,66,1.45,3.37,0.29,7.39,0,5,42,0.99,5,24,71,18,0.53,0.053,0.00995000000000001,1.3,5.9,0.066,0.092,0.693,0.38175,0.05,10,10,0,17,8,0.22,200,60,60,0,0,0,0,0,0.99,1.1,42,5.3,1.47,1.08,0.74,4
399,88.4,63,1.52,3.5,0.19,6.39,0,6.44,53,1.18,5,30,71,21,0.66,0.05,0.01,1.8,7.9,0.052,0.092,0.660000000000001,0.33,0.039,10,10,0,18,15.7,0.21,194,58,58,0,0,0,0,0,0.63,1,40,5.2,1.5,1.3,0.7,0
400,14,344,5.43,5.3,6.64,68.63,1.7,42,1053,13.16,19,247,180,157,0.59,0.082,0.461,14.1,2.4,0.921,1.053,11.842,0.345,1.105,65,48,17,98,13.9,0.19,277,14,0,0,166,0,0,33,0.9,0,0,4.1,0.453,3.107,1.541,1
401,80.21,92,3.05,3.08,0.65,13,0.6,11.46,98,4.18,15,86,143,38,0.54,0.031,0.0639999999999999,2.4,3.6,0.048,0.12,0.119,0.333,0.036,7,0,7,7,13.4,0.29,82,22,21,0,7,1,0,13,0.0900000000000001,0,2,0.9,1.582,0.74,0.405,10
402,74.2,132,3.31,6.67,1.01,14.71,0,11.74,139,2.38,15,84,154,53,1.19,0.106,0.0744,4,15.9,0.079,0.125,1.784,0.5769,0.08,21,21,0,36,31.8,0.4,397,119,119,0,0,0,0,0,1.94,2,80,11.9,2.897,2.198,1.431,2
403,2.6,514,11.8,27,2.6,56,0,56,420,9.3,41,240,560,185,5.1,0.39,0.077,14.4,62,0.41,0.72,5.1,2.6,0.31,82,82,0,139,123,1.54,1540,460,460,0,0,0,0,0,4.64,7.8,310,46,11.649,10.108,5.071,0
404,87.78,66,1.71,3.5,0.63,6.9,0,6.9,128,1.31,5,85,85,26,0.66,0.049,0.01,1.8,7.9,0.053,0.092,0.657,0.328,0.039,11,11,0,18,15.8,0.2,199,60,60,0,0,0,0,0,0.59,1,39,5.9,1.602,0.0309999999999997,0.744,0
405,86.67,65,2.17,2.89,0.63,7.64,0,7.64,128,1.31,7,85,79,24,0.79,0.049,0.033,1.8,7.9,0.053,0.059,0.657,0.328,0.039,11,11,0,18,15.8,0.2,199,60,60,0,0,0,0,0,0.59,1,39,5.3,0.855,0.727,0.38,0
406,87.78,66,1.84,3.48,0.2,6.76,0,6.76,62,1.18,7,34,72,31,0.66,0.049,0.039,1.8,7.9,0.053,0.059,0.657,0.328,0.039,11,11,0,18,15.8,0.2,197,59,59,0,0,0,0,0,0.59,0.8,33,5.3,1.592,0.0309999999999997,0.741,0
407,87.23,67,1.97,3.34,0.27,7.19,0,7.21,108,1.18,6,54,64,38,0.98,0.079,0.004,1.8,13.1,0.131,0.197,2.623,0.787,0.098,26,26,0,45,13.2,0.16,828,248,248,0,0,0,0,0,1.86,3.9,157,5.2,1.339,0.0209999999999999,1.169,0
408,87.78,66,1.38,3.48,0.32,7.39,0,7.39,51,1.18,5,28,71,18,0.66,0.049,0.00900000000000001,1.8,7.9,0.053,0.092,0.657,0.328,0.039,11,11,0,18,15.8,0.2,199,60,60,0,0,0,0,0,0.63,1.2,49,5.9,1.001,0.896,0.467,0
409,87.68,65,1.84,3.28,0.3,7.15,0,7.14,125,1.31,7,70,76,26,0.59,0.049,0.033,2,7.9,0.039,0.062,0.689,0.328,0.039,10,10,0,17,15.7,0.2,199,60,60,0,0,0,0,0,0.89,1,39,5.9,1.399,1.187,0.694,0
410,87.86,65,1.44,3.36,0.16,7.17,0,7.17,44,0.98,5,25,71,18,0.52,0.08,0.01,3,10,0.066,0.092,0.689,0.295,0.049,10,10,0,17,15.7,0,199,60,60,0,0,0,0,0,0.59,1,39,5.2,1.443,1.252,0.667,0
