"Id","sulphates","total.sulfur.dioxide","free.sulfur.dioxide","density","citric.acid","fixed.acidity","volatile.acidity","chlorides","alcohol","residual.sugar","pH"
2215,0.44,168,33,0.99825,0.3,7.4,0.16,0.056,8.7,13.7,2.9
2216,0.41,104,30,0.98998,0.26,6,0.19,0.039,12.4,1.4,3.32
2217,0.5,99,36,0.99288,0.86,7.1,0.34,0.174,9.3,1.4,2.92
2218,0.69,161,68,0.99324,0.33,6.8,0.24,0.049,10.2,3.2,3.1
2219,0.42,133,49,0.99107,0.33,5.8,0.19,0.038,11.3,4.2,3.16
2220,0.69,198,81,0.9986,0.4,6.9,0.24,0.052,9.4,15.4,3.2
2221,0.64,81,24,0.9903,0.28,6.4,0.33,0.04,12.6,4,3.26
2222,0.33,63,14,0.98985,0.3,7,0.22,0.04,12,1.4,3.2
2223,0.45,140,36,0.99138,0.35,7.8,0.27,0.05,11.2,1.2,3.09
2224,0.45,139,63,0.99792,0.53,7.9,0.36,0.049,9.1,12.9,2.94
2225,0.44,100,26,0.99066,0.33,8.1,0.27,0.045,12.4,1.3,2.98
2226,0.43,101,28,0.99035,0.33,8,0.24,0.044,12.5,1.2,3.03
2227,0.41,144,29,0.99666,0.2,5.9,0.32,0.05,10.3,14.4,3.24
2228,0.56,107,42,0.991,0.3,6.1,0.25,0.036,10.8,1.2,3.34
2229,0.51,89,19,0.99068,0.29,5.6,0.23,0.023,11.2,3.1,3.25
2230,0.54,134,26,0.9939,0.21,6,0.17,0.05,9.8,6,3.08
2231,0.39,164,13,0.99602,0.37,6.6,0.31,0.052,8.8,6.2,3.24
2232,0.5,210,68,0.99718,0.24,7,0.44,0.056,9.5,12.1,3.05
2233,0.5,210,68,0.99718,0.24,7,0.44,0.056,9.5,12.1,3.05
2234,0.5,210,68,0.99718,0.24,7,0.44,0.056,9.5,12.1,3.05
2235,0.29,129,44,0.99248,0.34,6.3,0.28,0.038,12.1,8.1,3.26
2236,0.61,171,66,0.99464,0.57,5.6,0.255,0.056,10.4,10.7,3.25
2237,0.53,93,16,0.99235,0.27,5.2,0.2,0.047,10.1,3.2,3.44
2238,0.63,122,10,0.99261,0.23,6,0.22,0.045,10,5,2.94
2239,0.5,116,21,0.99736,0.18,6.4,0.29,0.04,9.2,15,3.14
2240,0.4,130,47,0.996,0.24,6.5,0.26,0.042,10.1,10.8,3.08
2241,0.59,140,62,0.99237,0.29,6.4,0.27,0.034,11.1,3.9,3.1
2242,0.74,144,69,0.99214,0.29,5.9,0.22,0.037,10.8,4.2,3.13
2243,0.47,72,23.5,0.99041,0.26,6.8,0.26,0.019,11.8,2,3.16
2244,0.54,95,21,0.9893,0.26,5.7,0.18,0.023,12.3,2.2,3.07
2245,0.56,124,26,0.99274,0.47,6.6,0.36,0.145,10.1,1.4,3.09
2246,0.43,161,39,0.99209,0.19,5.5,0.23,0.044,10.4,2.2,3.19
2247,0.43,91,29,0.99251,0.24,7,0.24,0.047,9.9,1.8,3.3
2248,0.54,74,11,0.99082,0.1,5.3,0.47,0.036,11.2,1.3,3.48
2249,0.46,115,25,0.99567,0.24,7.5,0.29,0.058,10.9,9.9,3.15
2250,0.35,121,39,0.9887,0.23,5.8,0.32,0.033,12,1.5,2.96
2251,0.34,121,37,0.98871,0.23,5.8,0.3,0.034,12.1,1.5,2.96
2252,0.44,114,20,0.99248,0.02,3.8,0.31,0.036,12.4,11.1,3.75
2253,0.37,99,44,0.98912,0.16,5.8,0.2,0.042,12.2,1.4,3.23
2254,0.41,120,19,0.98952,0.27,6,0.31,0.042,12.7,2.3,3.32
2255,0.53,192,44,0.9981,0.23,7.1,0.46,0.045,9.4,13.7,3.11
2256,0.54,201,57,0.99848,0.2,6.9,0.42,0.043,9.4,15.4,3.08
2257,0.46,113,41,0.99862,0.2,5.7,0.22,0.044,8.9,16,3.22
2258,0.5,183,37,0.99474,0.35,7.2,0.22,0.054,10.3,5.5,3.08
2259,0.46,113,41,0.99862,0.2,5.7,0.22,0.044,8.9,16,3.22
2260,0.5,124,23,0.99773,0.24,5.7,0.26,0.059,10.1,17.8,3.3
2261,0.5,124,23,0.99773,0.24,5.7,0.26,0.059,10.1,17.8,3.3
2262,0.42,93,22,0.9928,0.26,6,0.2,0.049,11,6.8,3.15
2263,0.43,117,28,0.99288,0.17,7.6,0.28,0.046,10,1.6,3.08
2264,0.5,124,23,0.99773,0.24,5.7,0.26,0.059,10.1,17.8,3.3
2265,0.55,119,20,0.99296,0.32,6.9,0.22,0.041,11.2,5.8,3.17
2266,0.76,183,68,0.99922,0.36,7.2,0.21,0.045,9.4,15.7,3.25
2267,0.55,121,22,0.99468,0.28,7.4,0.22,0.046,10.8,9,3.1
2268,0.76,183,68,0.99922,0.36,7.2,0.21,0.045,9.4,15.7,3.25
2269,0.4,154,60,0.99478,0.3,6.3,0.28,0.208,9.4,6.6,3.1
2270,0.4,156,62,0.99478,0.3,6.4,0.29,0.209,9.4,6.5,3.1
2271,0.31,114,33,0.9902,0.29,6.9,0.26,0.043,12.5,4.2,3.16
2272,0.37,133,51,0.99476,0.27,6.1,0.24,0.05,10.8,11.5,3.22
2273,0.57,116,36,0.99178,0.27,6.5,0.22,0.039,11,1.6,3.38
2274,0.31,114,33,0.9902,0.29,6.9,0.26,0.043,12.5,4.2,3.16
2275,0.65,86,19,0.99089,0.3,6.4,0.27,0.04,11.5,1.6,3.32
2276,0.5,191,45,0.99527,0.35,6.4,0.26,0.056,9.5,7.7,3.16
2277,0.68,121,47,0.99198,0.33,7.4,0.16,0.042,10.5,1.2,3.04
2278,0.52,168,44,0.99627,0.34,7.4,0.38,0.052,9.2,8.3,3.11
2279,0.5,182,47,0.99538,0.26,6.4,0.24,0.054,9.5,8.2,3.12
2280,0.49,181,47,0.9954,0.26,6.4,0.23,0.054,9.4,8.1,3.12
2281,0.5,182,47,0.99538,0.26,6.4,0.24,0.054,9.5,8.2,3.12
2282,0.52,168,44,0.99627,0.34,7.4,0.38,0.052,9.2,8.3,3.11
2283,0.41,155,45,0.99807,0.27,7.3,0.19,0.057,8.8,13.9,2.94
2284,0.41,155,45,0.99807,0.27,7.3,0.19,0.057,8.8,13.9,2.94
2285,0.41,155,45,0.99807,0.27,7.3,0.19,0.057,8.8,13.9,2.94
2286,0.58,109,21,0.99234,0.25,5.8,0.22,0.024,10.4,1.5,3.37
2287,0.56,148,62,0.99121,0.3,7.1,0.23,0.034,11.3,2.6,3.03
2288,0.47,148,61,0.99839,0.52,7.6,0.31,0.042,9.1,13.2,2.98
2289,0.59,73,14,0.98963,0.25,7,0.36,0.015,13.2,5.7,2.82
2290,0.38,137,34,0.98946,0.28,6.4,0.31,0.039,12.7,2.5,3.22
2291,0.38,137,34,0.98946,0.28,6.4,0.31,0.039,12.7,2.5,3.22
2292,0.52,194,50,0.9912,0.34,5.9,0.28,0.04,11.6,3.6,3.31
2293,0.48,179,44,0.99504,0.2,6.5,0.23,0.05,9.53333333333333,7.5,3.18
2294,0.44,203,52,0.99461,0.2,7.2,0.34,0.062,9.8,5.8,3.17
2295,0.37,123,30,0.98959,0.27,6.2,0.24,0.039,12.8,2.9,3.12
2296,0.3,109,29,0.99418,0.28,6.5,0.3,0.041,10.9,11.45,2.98
2297,0.44,115,16,0.9937,0.19,6.5,0.22,0.096,9.6,4.5,3.02
2298,0.56,92,16,0.99372,0.28,7,0.23,0.053,9.3,2.7,3.18
2299,0.37,112,23,0.99157,0.23,7.1,0.23,0.038,11.3666666666667,3.5,3.05
2300,0.5,171,46,0.9932,0.21,6.4,0.35,0.051,9.5,2.1,3.16
2301,0.54,186,40,0.99235,0.32,6,0.32,0.041,11,4.8,3.22
2302,0.53,133,17,0.99373,0.21,6.1,0.34,0.042,9.4,5,3.02
2303,0.48,182,51,0.99542,0.21,6.4,0.26,0.05,9.5,8.2,3.23
2304,0.52,170,54,0.9924,0.31,6,0.27,0.043,11,5,3.28
2305,0.31,111,30,0.99338,0.22,6.3,0.28,0.04,10.8,9.5,3.05
2306,0.77,203,70,0.99899,0.37,7.3,0.22,0.048,9.4,15.5,3.25
2307,0.35,139,53,0.99724,0.28,6.4,0.18,0.047,10.5,17.05,3.25
2308,0.35,143,60,0.99526,0.26,6.3,0.2,0.046,10.8,12.7,3.26
2309,0.6,173,55,0.99699,0.26,7.4,0.27,0.053,9.8,11.8,3.11
2310,0.6,173,55,0.99699,0.26,7.4,0.27,0.053,9.8,11.8,3.11
2311,0.6,173,55,0.99699,0.26,7.4,0.27,0.053,9.8,11.8,3.11
2312,0.41,176,40,0.99116,0.26,6.8,0.43,0.043,12.3,5.2,3.17
2313,0.36,197,48,0.99512,0.16,5.9,0.29,0.044,9.4,7.9,3.21
2314,0.58,86,22,0.98963,0.38,5.8,0.3,0.039,13.1,4.9,3.23
2315,0.58,86,22,0.98963,0.38,5.8,0.3,0.039,13.1,4.9,3.23
2316,0.5,141,26,0.99824,0.22,6.3,0.305,0.061,9.1,16,3.08
2317,0.48,125,24,0.9917,0.28,6.2,0.22,0.04,10.5,2.2,3.19
2318,0.46,118,37,0.99906,0.23,6.6,0.22,0.047,8.8,17.3,3.08
2319,0.46,118,37,0.99906,0.23,6.6,0.22,0.047,8.8,17.3,3.08
2320,0.46,118,37,0.99906,0.23,6.6,0.22,0.047,8.8,17.3,3.08
2321,0.48,125,24,0.9917,0.28,6.2,0.22,0.04,10.5,2.2,3.19
2322,0.48,125,24,0.9917,0.28,6.2,0.22,0.04,10.5,2.2,3.19
2323,0.49,123,28,0.99418,0.52,6.2,0.21,0.047,9.9,6.5,3.22
2324,0.42,166,33,0.99124,0.27,6.9,0.44,0.038,12.2,5,3.2
2325,0.47,162,59.5,0.99179,0.34,6.1,0.31,0.042,10.8,2.8,3.27
2326,0.39,134,60,0.99886,0.59,8.1,0.36,0.051,8.7,13.6,2.96
2327,0.53,161,18,0.99196,0.24,7.2,0.24,0.045,11.2,1.7,3.25
2328,0.58,92,14,0.99224,0.28,6.7,0.28,0.051,11.9,4.5,3.36
2329,0.54,146,20,0.99834,0.31,6.7,0.34,0.051,9.1,16.4,3.06
2330,0.49,125,14,0.99428,0.16,7.2,0.47,0.048,9.8,5.9,3.09
2331,0.4,116,24,0.99241,0.25,5,0.35,0.031,11.3,7.8,3.39
2332,0.4,116,24,0.99241,0.25,5,0.35,0.031,11.3,7.8,3.39
2333,0.37,101,15,0.98916,0.29,6.6,0.38,0.035,12.5,2.9,3.04
2334,0.43,150,51,0.99535,0.22,6.4,0.28,0.039,10.7,12.8,3.23
2335,0.65,136,29,0.99552,0.25,6.9,0.29,0.04,10.4,12.2,3.05
2336,0.45,173,53,0.99304,0.22,6.3,0.39,0.048,9.8,2.8,3.24
2337,0.5,174,36,0.99911,0.29,6,0.28,0.051,9,19.3,3.14
2338,0.43,149,17,0.9984,0.26,6.6,0.18,0.051,9.4,17.3,3
2339,0.49,141,32,0.9981,0.56,6.6,0.26,0.053,9.3,15.4,3.11
2340,0.49,141,32,0.9981,0.56,6.6,0.26,0.053,9.3,15.4,3.11
2341,0.48,158,40,0.99378,0.27,6.3,0.25,0.054,10.3,6.6,3.2
2342,0.47,78,24,0.9899,0.28,6.2,0.2,0.039,12.1,1.1,3.36
2343,0.63,140,24,0.99356,0.2,7.1,0.36,0.271,9.8,1.6,3.11
2344,0.35,122,55,0.99636,0.45,5.9,0.22,0.12,12.8,22.6,3.1
2345,0.58,108,7,0.99288,0.18,5.8,0.28,0.058,9.55,1.2,3.23
2346,0.4,122,28,0.98926,0.49,6.7,0.48,0.03,13,2.9,3.13
2347,0.55,165,30,0.9972,0.25,6.8,0.31,0.043,10.55,10.5,3.36
2348,0.39,84,34,0.9902,0.29,7.5,0.24,0.046,11.45,1.1,3.04
2349,0.39,84,34,0.9902,0.29,7.5,0.24,0.046,11.45,1.1,3.04
2350,0.4,150,60,0.9958,0.3,6.3,0.29,0.212,9.3,8.1,3.1
2351,0.54,182,41,0.9986,0.21,6.6,0.54,0.055,10.4,16.3,3.35
2352,0.72,104,31,0.9909,0.01,5.8,0.61,0.041,14.05,8.4,3.26
2353,0.51,73,17,0.99,0.13,5.1,0.305,0.036,12.3333333333333,1.75,3.4
2354,0.55,100,14,0.9925,0.17,6.7,0.23,0.061,9.5,1.3,3.07
2355,0.56,147,35,0.9886,0.3,6.8,0.33,0.047,13.4,2.1,3.24
2356,0.4,110,24,0.9898,0.32,6.1,0.27,0.034,12.5,1.1,3.36
2357,0.59,118,50,0.9908,0.26,7.1,0.28,0.039,11.2,2.8,3.06
2358,0.42,183,24,0.9956,0.22,5.8,0.13,0.058,11.7,12.7,3.32
2359,0.46,230,55,0.9949,0.31,5.8,0.31,0.052,9.8,7.5,3.19
2360,0.51,191,48,0.9929,0.2,6.3,0.36,0.048,9.6,2,3.17
2361,0.37,149,79,0.9975,0.25,6.7,0.18,0.048,9.7,14.3,3.12
2362,0.38,206,42,0.9946,0.22,5.8,0.27,0.058,12.3,12.7,3.32
2363,0.45,164.5,60.5,0.9984,0.53,7.3,0.26,0.047,9.1,12.7,3.06
2364,0.45,162.5,62,0.9984,0.54,7.3,0.28,0.049,9.1,12.9,3.06
2365,0.3,105,35,0.98914,0.27,6.4,0.24,0.04,12.4,1.5,3.13
2366,0.52,94,6,0.9937,0.37,8.3,0.18,0.049,10.1,1.2,3.18
2367,0.39,134,24,0.993,0.3,7.1,0.09,0.032,10.9,6.2,2.99
2368,0.35,60,13,0.9956,0.36,8.3,0.14,0.026,11.05,8.8,3.13
2369,0.54,76,16,0.9948,0.37,6.9,0.28,0.037,11.1,9.1,3.05
2370,0.54,76,16,0.9948,0.37,6.9,0.28,0.037,11.1,9.1,3.05
2371,0.54,76,16,0.9948,0.37,6.9,0.28,0.037,11.1,9.1,3.05
2372,0.47,113,25,0.9915,0.32,7,0.23,0.048,11.1,1.8,3.11
2373,0.73,104,20,0.9924,0.26,6.4,0.55,0.027,13.1,9.6,3.22
2374,0.58,105,36,0.98963,0.3,5.7,0.28,0.026,12.75,3.9,3.26
2375,0.44,97,23,0.997,0.3,6.8,0.45,0.094,9.6,11.8,3.09
2376,0.48,72,10,0.989465,0.26,6,0.26,0.035,12.15,2.2,3.11
2377,0.55,126,17,0.9936,0.32,6.2,0.2,0.05,9.4,2.8,3.18
2378,0.59,133,25,0.9906,0.24,6.1,0.35,0.034,12,2.3,3.34
2379,0.38,56,23,0.9904,0.29,5.9,0.3,0.036,11.3,1.1,3.19
2380,0.49,96,25,0.99754,0.34,6.3,0.15,0.05,10,11.4,3.21
2381,0.43,138,32,0.99125,0.26,6,0.27,0.038,11.1,1.3,3.46
2382,1.01,146,35,0.9943,0.51,6.3,0.37,0.048,10.5,6.3,3.1
2383,0.49,150,60,0.99488,0.37,6.4,0.23,0.05,9.3,7.9,2.86
2384,0.54,110,12,0.99034,0.25,5.9,0.34,0.042,11.4,2,3.02
2385,0.36,108,22,0.99457,0.35,8,0.33,0.035,11.6,10,3.12
2386,0.58,137,30,0.99304,0.33,6.4,0.3,0.05,11.1,5.2,3.26
2387,0.36,132,31,0.98895,0.38,5.4,0.29,0.029,12.4,1.2,3.28
2388,0.56,113,20,0.99544,0.31,6.5,0.36,0.053,11,13.55,3.2
2389,0.5,75,32,0.99551,0,6.7,0.66,0.033,10.7,13,3.15
2390,0.54,116,45,0.99244,0.35,6.9,0.23,0.03,11,6.9,2.8
2391,0.37,146,40,0.99326,0.29,6.8,0.38,0.037,11.5,9.9,3.11
2392,0.58,112,16,0.993,0.32,6.9,0.29,0.04,11.2,5.8,3.04
2393,0.39,177,31,0.99479,0.3,6.6,0.28,0.033,11.2,12.9,3.12
2394,0.49,146,48,0.99441,0.21,5.8,0.34,0.041,9.8,7.2,3.16
2395,0.48,145,42,0.99442,0.2,5.8,0.27,0.04,9.8,7.3,3.15
2396,0.47,132,43,0.9916,0.28,6.1,0.44,0.032,11.2666666666667,4.25,3.26
2397,0.55,131,35,0.9902,0.22,6.5,0.5,0.036,13,4.1,3.26
2398,0.73,125,20,0.99204,0.3,6.6,0.4,0.038,12.6,5.3,3.36
2399,0.48,158,6,0.99344,0.23,8.3,0.49,0.034,11.2,6.65,3.05
2400,0.49,199,50,0.99394,0.91,6.3,0.3,0.034,11.7,8.2,3.39
2401,0.5,99,24,0.99153,0.37,6.1,0.19,0.041,10.9,2.6,3.18
2402,0.53,127,43,0.99524,0.32,5.7,0.25,0.041,10.4,12.2,3.23
2403,0.49,120,26,0.99494,0.15,5.8,0.345,0.033,10,10.8,3.25
2404,0.57,177,39,0.99212,0.25,6.5,0.51,0.048,10.5666666666667,1.7,3.28
2405,0.63,126,43,0.99094,0.36,6.6,0.26,0.035,11.4,1.2,3.01
2406,0.43,98,25,0.98968,0.3,5.7,0.24,0.03,12.4,1.3,3.37
2407,0.47,122,40,0.99024,0.22,6.8,0.29,0.035,12.3,3.4,3.09
2408,0.32,158,49,0.98774,0.34,5,0.24,0.034,13.1,1.1,3.32
2409,0.55,88,24,0.99094,0.28,5.9,0.18,0.037,10.65,1,3.29
2410,0.57,240,40,0.9938,0.21,6.7,0.61,0.117,9.3,1.65,3.11
2411,0.59,149,55,0.9937,0.41,6,0.29,0.048,10.9666666666667,10.8,3.09
2412,0.59,149,55,0.9937,0.41,6,0.29,0.048,11,10.8,3.09
2413,0.48,85,28,0.98984,0.25,6.6,0.25,0.04,11.2,1.3,2.87
2414,0.63,79,14,0.99063,0.41,6.6,0.33,0.027,12.4,2,3.27
2415,0.47,150,35,0.99168,0.41,8,0.23,0.048,11.2,1.1,3.09
2416,0.41,111,44,0.99272,0.36,7.3,0.17,0.028,12.4,8.2,3.14
2417,0.58,114,31,0.99365,0.34,6.1,0.16,0.034,10.1333333333333,6.1,3.32
2418,0.41,111,44,0.99272,0.36,7.3,0.17,0.028,12.4,8.2,3.14
2419,0.58,111,30,0.99362,0.33,6,0.17,0.036,10.15,6,3.32
2420,0.51,104,37,0.99161,0.52,6,0.28,0.028,11.8,6.2,3.28
2421,0.46,168,69,0.99212,0.14,4.7,0.335,0.036,10.5,1.3,3.47
2422,0.49,114,23,0.9966,0.32,7.2,0.26,0.062,10.5,10.4,3.23
2423,0.39,133,25,0.99271,0.04,6.8,0.63,0.058,10.2,1.3,3.17
2424,0.36,156,18,0.99666,0.32,6.7,0.16,0.035,9,12.5,2.88
2425,0.36,156,18,0.99666,0.32,6.7,0.16,0.035,9,12.5,2.88
2426,0.65,113,29,0.99188,0.32,6.7,0.35,0.032,12.9,9,3.13
2427,0.56,168,60,0.99659,0.33,6.8,0.3,0.041,9.8,12.8,3.1
2428,0.38,144,34,0.9948,0.09,6.4,0.69,0.044,10.1,7.6,3.26
2429,0.42,83,36,0.99074,0.28,5.9,0.12,0.037,10.9,1.4,3.33
2430,0.57,109,26,0.99246,0.28,7.2,0.33,0.034,10.6,1.4,3.28
2431,0.47,98,19,0.99216,0.28,6.4,0.28,0.04,11.1,3,3.25
2432,0.3,111,25,0.98966,0.4,6.1,0.22,0.031,11.8,1.85,3.03
2433,0.31,81,17,0.99512,0.32,6.7,0.15,0.034,10,7.9,3.29
2434,0.59,69,10,0.9909,0.38,5.5,0.315,0.033,10.8,2.6,3.12
2435,0.4,130,47,0.99132,0.38,4.8,0.225,0.074,10.3,1.2,3.31
2436,0.52,98,27,0.99521,0.33,6.1,0.32,0.036,10.2,10.7,3.34
2437,0.65,116,33,0.9954,0.33,6.9,0.31,0.038,10.4,12.7,3.04
2438,0.74,96,35,0.99121,0.48,6.3,0.48,0.035,12.2,1.8,3.49
2439,0.5,132,37,0.99489,0.28,6,0.25,0.053,9.4,7.7,3.06
2440,0.46,140,53,0.99321,0.38,5.3,0.31,0.031,11.7,10.5,3.34
2441,0.44,68,31,0.9898,0.31,5.5,0.16,0.026,11.6333333333333,1.2,3.33
2442,0.54,61,13,0.99143,0.36,6,0.16,0.042,10.8,1.6,3.22
2443,0.49,189,56,0.99308,0.46,6,0.32,0.05,9.6,1.5,3.24
2444,0.46,137,42,0.99218,0.31,6.1,0.27,0.034,10.9,3.9,3.24
2445,0.46,133,36,0.99215,0.32,6,0.27,0.035,10.8,3.6,3.23
2446,0.64,440,289,0.99314,0.25,6.1,0.26,0.047,10.5,2.9,3.44
2447,0.46,132,61,0.99542,0.5,6.3,0.23,0.043,9.1,10.4,2.86
2448,0.49,93,25,0.99428,0.5,5.6,0.26,0.029,10.5,11.4,3.23
2449,0.61,184,33,0.99943,0.24,6.1,0.34,0.05,9.3,18.35,3.12
2450,0.62,182,28,0.99946,0.25,6.2,0.35,0.051,9.3,18.4,3.13
2451,0.64,78,40,0.9891,0.36,5.1,0.25,0.035,12.1,1.3,3.23
2452,0.47,111,38,0.98872,0.26,6,0.38,0.035,13.6,3.5,3.18
2453,0.37,128,45,0.99388,0.26,6.6,0.17,0.052,10,7.4,3.16
2454,0.58,130,45,0.99072,0.25,5.3,0.4,0.031,11.75,3.9,3.31
2455,0.41,116,34,0.99224,0.29,5.9,0.26,0.046,11.4,5.4,3.24
2456,0.5,138,28,0.99171,0.25,6.4,0.32,0.055,12.4,5,3.27
2457,0.42,181,34,0.99352,0.25,6.6,0.19,0.052,9.4,1.2,3.3
2458,0.53,127,38,0.9974,0.5,6.7,0.3,0.045,8.9,12.1,3.04
2459,0.36,76,28,0.99088,0.29,6.9,0.25,0.038,11.7,2.4,3.01
2460,0.38,128,28,0.9901,0.42,6.2,0.3,0.036,11.6,2.2,3.13
2461,0.92,134,23,0.98981,0,4.7,0.785,0.036,13.8,3.4,3.53
2462,0.55,140,44,0.99142,0.29,6.4,0.105,0.035,10.7,1.1,3.17
2463,0.57,104,39,0.99252,0.3,6,0.17,0.039,11,7.3,2.91
2464,0.62,71,19,0.99103,0.42,7,0.17,0.075,11.4,1,3.32
2465,0.45,178,63,0.99212,0.5,5.8,0.36,0.127,9.7,1,3.1
2466,0.43,136,54,0.99516,0.2,6.1,0.41,0.032,10.6,12.6,2.91
2467,0.63,122,38,0.99128,0.25,5.8,0.385,0.031,11.2,3.7,3.2
2468,0.67,113,17,0.99052,0.35,5.7,0.4,0.026,12.4,5.1,3.18
2469,0.46,130,22,0.99193,0.34,6.5,0.28,0.054,12,4.6,3.2
2470,0.57,134,29,0.99462,0.29,6,0.34,0.046,10.7,6.1,3.48
2471,0.43,90,22,0.99258,0.33,6,0.32,0.032,12.1,9.9,3.1
2472,0.36,141,17,0.9917,0.26,5.9,0.32,0.057,10.7,1.5,3.24
2473,0.58,97,33,0.99126,0.28,5.6,0.33,0.031,10.9,1.2,3.49
2474,0.56,95,35,0.98986,0.3,5.9,0.37,0.033,12,1.5,3.36
2475,0.42,216,54,0.99154,0.38,6.5,0.28,0.031,13.1,7.8,3.03
2476,0.36,92,50,0.99004,0.57,6.2,0.28,0.043,11.5,1,3.17
2477,0.6,93,15,0.99336,0.29,6.6,0.38,0.136,9.5,2.4,3.18
2478,0.46,150,40,0.98944,0.3,5.1,0.3,0.048,12.2,2.3,3.29
2479,0.56,161,67,0.99146,0.35,7,0.36,0.048,11.1,2.5,3.05
2480,0.48,164,52,0.99488,0.44,6.4,0.33,0.055,9.6,8.9,3.1
2481,0.46,172,26,0.99755,0.39,7.1,0.23,0.058,9,13.7,2.9
2482,0.42,116,19,0.99444,0.33,7.5,0.38,0.043,11.4,9.2,3.08
2483,0.45,177,53,0.99502,0.51,6.4,0.35,0.055,9.6,7.8,3.12
2484,0.37,118,25,0.99222,0.34,6,0.43,0.045,11,7.6,3.03
2485,0.47,148,22,0.99266,0.23,6,0.41,0.066,9.63333333333333,1.1,3.3
2486,0.46,95,31,0.98822,0.35,6.2,0.355,0.046,13.6,2,3.06
2487,0.38,60,3,0.98854,0.34,5.3,0.6,0.031,13,1.4,3.27
2488,0.51,81,8,0.99626,0.33,6.6,0.24,0.032,9.8,10.1,3.19
2489,0.36,132,29,0.99188,0.28,6.1,0.32,0.021,11.45,6.6,3.15
2490,0.41,97,18,0.99245,0.26,7.4,0.22,0.035,9.7,1.2,3.12
2491,0.38,156,45,0.99184,0.13,5.5,0.32,0.037,10.7,1.3,3.26
2492,0.5,118,34,0.9954,0.27,4.9,0.235,0.03,9.4,11.75,3.07
2493,0.44,100,25,0.98938,0.29,6.1,0.34,0.036,11.8,2.2,3.06
2494,0.46,121,38,0.99074,0.32,5.7,0.21,0.038,10.6,0.9,3.24
2495,0.5,92,24,0.99114,0.29,6.2,0.21,0.039,11.2,1.6,3.27
2496,0.46,111,30,0.99254,0.19,6.5,0.24,0.041,9.4,1.2,2.99
2497,0.32,98,22,0.98941,0.38,6,0.21,0.02,11.8,0.8,3.26
