"sulphates","total.sulfur.dioxide","free.sulfur.dioxide","density","citric.acid","fixed.acidity","volatile.acidity","chlorides","alcohol","residual.sugar","pH","quality"
0.41,158,36,0.9996,0.49,7.6,0.18,0.046,9.2,18.05,3.06,5
0.51,220,42,0.9988,0.49,7.6,0.47,0.239,9.2,13,2.96,5
0.33,119,43,0.9894,0.04,5.2,0.44,0.036,12.1,1.4,3.36,8
0.49,128,21,0.992,0.45,5.2,0.24,0.027,11.2,3.8,3.55,8
0.79,56,5,0.98928,0.22,6.2,0.41,0.023,13,1.9,3.04,7
0.53,180,26,0.99884,0.31,7.5,0.24,0.05,9.1,13.1,3.05,6
0.56,253,48,1.00014,0.27,8.3,0.28,0.045,9.1,17.5,3.02,6
0.36,156,40,0.98968,0.36,6.9,0.3,0.037,12.1,0.9,3.08,6
0.49,90,24,0.9963,0.32,6.4,0.18,0.052,9.4,9.6,3.35,6
0.5,193,39,0.9986,0.31,7.4,0.19,0.045,9.2,14.5,3.1,6
0.5,85,31,0.99014,0.33,6,0.24,0.026,11.3,2.5,3.13,7
0.46,123,38,0.996,0.36,7.6,0.18,0.049,10.3,2.4,3.6,5
0.54,79,14,0.993,0.3,6.2,0.17,0.037,10.3,1.1,3.5,6
0.47,125,19,0.9957,0.15,6.1,0.55,0.031,10.2,9.8,3.36,6
0.39,116,37,0.9959,0.27,8.4,0.58,0.033,10.8,12.15,2.99,6
0.55,119,20,0.99296,0.32,6.9,0.22,0.041,11.2,5.8,3.17,6
0.46,186,78,0.997,0.28,7.8,0.2,0.054,10,10.2,3.14,6
0.48,168,26,0.9911,0.34,7.7,0.27,0.028,12.1,1.8,2.99,7
0.52,114,26,0.99335,0.27,7.1,0.27,0.041,11.5,10.4,3.04,7
0.38,110,28,0.991,0.33,6.3,0.41,0.023,12.5,4.7,3.3,7
0.51,140,47,0.993,0.44,6.6,0.14,0.042,10.2,1.6,3.32,6
0.58,105,36,0.98963,0.3,5.8,0.28,0.026,12.75,3.9,3.26,6
0.37,111,32,0.99474,0.16,5.7,0.27,0.053,10.4,9,3.36,6
0.53,107,39,0.98894,0.3,6.5,0.37,0.033,13.5,2.2,3.22,7
0.42,86,40,0.98993,0.34,5.8,0.2,0.035,11.7,1,3.5,5
0.5,106,40,0.99632,0.35,6.4,0.19,0.043,9.7,10.2,3.16,6
0.64,208,28,0.99434,0.31,7.8,0.28,0.046,9.8,2.1,3.23,5
0.46,208,43,0.9969,0.36,7.9,0.29,0.033,10.3,11.1,3.14,5
0.35,124,34,0.99286,0.39,6.8,0.32,0.026,12.1,9.6,3.18,6
0.64,125,24,0.9918,0.35,7,0.32,0.039,12.2,1.5,3.17,6
0.51,202,51,0.9955,0.5,6.3,0.36,0.053,9.6,8.3,3.2,6
0.38,135,23,0.9998,0.29,7.8,0.3,0.054,9,16.85,3.16,6
0.37,104,45,0.99454,0.27,6.8,0.11,0.044,9.9,8.6,3.2,6
0.55,112,30,0.99138,0.21,5.7,0.41,0.048,11.2,1.9,3.29,6
0.34,113,27,0.99344,0.14,6.1,0.38,0.06,9.2,3.9,3.07,4
0.6,241,42,0.9968,0.46,6.6,0.4,0.056,9.9,6.2,3.5,5
0.56,69,20,0.99,0.43,7.3,0.24,0.021,12.2,2,3.08,6
0.49,134,48,0.9917,0.4,6.3,0.21,0.031,11.5,1.7,3.42,6
0.46,142,26,0.9972,0.08,6.8,0.64,0.062,8.9,9.7,3.37,4
0.45,91,36,0.9914,0.34,6.2,0.21,0.03,12.5,6.6,3.32,7
0.49,143,42,0.99572,0.31,6.7,0.18,0.035,9.8,10.6,3.08,7
0.37,19,5,0.9915,0.4,6.9,0.39,0.022,12.6,4.6,3.31,3
0.46,97,29,0.98823,0.32,5.6,0.22,0.024,13.05,1.2,3.2,7
0.7,134,13,0.99616,0.48,8,0.24,0.047,10,6.8,3.23,5
0.43,140,20,0.99271,0.26,5.8,0.38,0.058,9.7,1.1,3.27,6
0.43,149,17,0.9984,0.26,6.6,0.18,0.051,9.4,17.3,3,6
0.44,68,31,0.9898,0.31,5.5,0.16,0.026,11.65,1.2,3.33,6
0.56,214,42,0.9976,0.36,6.6,0.38,0.061,9.4,9.2,3.31,5
0.4,191,57,0.9966,0.22,7.6,0.3,0.049,9.3,10.2,3.08,6
0.42,140,56,0.99042,0.27,6.1,0.28,0.03,12.5,4.7,3.16,8
0.39,140,58,0.9927,0.57,6.6,0.16,0.13,9.3,1.1,3.12,7
0.47,62,9,0.994,0.18,7,0.24,0.046,10.1,1.3,3.38,4
0.79,103,31,0.9947,0.35,6.4,0.1,0.048,9.7,4.9,3.43,6
0.57,110,21,0.99138,0.21,5.8,0.23,0.044,11,1.5,3.3,6
0.36,121,17,0.9933,0.24,6.6,0.3,0.034,9.2,1.2,3.13,5
0.52,151,42,0.9948,0.49,6.4,0.22,0.054,10.1,7.5,3.27,6
0.48,202,69,0.9972,0.31,6.8,0.25,0.05,9.7,13.3,3.22,6
0.37,179,22,0.9962,0.2,5.8,0.27,0.044,10.2,14.95,3.37,5
0.31,150,32,0.99014,0.31,6.2,0.25,0.03,12,3.2,3.18,6
0.5,180,53,0.99514,0.26,6.4,0.32,0.05,9.6,7.9,3.14,5
0.64,112,18,0.98802,0.3,6,0.32,0.025,13.3,1.3,3.07,7
0.77,135,16,0.9928,0.22,7.4,0.3,0.046,10.4,1.4,3.08,7
0.78,183,79.5,0.99742,0.41,6.8,0.15,0.044,10.2,12.9,3.24,6
0.37,192,35,0.9955,0.38,6.4,0.3,0.046,9,7.8,3.1,5
0.4,143,32,0.99138,0.34,4.9,0.345,0.068,10.1,1,3.24,5
0.52,207,62,0.9939,0.25,6.2,0.46,0.066,9.8,4.4,3.25,5
0.4,162,75,0.99482,0.55,6.5,0.15,0.045,9.3,5.9,2.97,5
0.46,123,30,0.9951,0.24,6.8,0.22,0.092,8.6,4.9,3.03,6
0.48,196,60,0.99562,0.42,6.6,0.28,0.044,9.4,8.2,3.14,5
0.46,107,14,0.99347,0.28,6.9,0.15,0.029,10.4,4.4,3.24,8
0.45,113,29,0.99406,0.28,6.8,0.18,0.039,10.9,9.8,3.11,7
0.36,156,18,0.99666,0.32,6.7,0.16,0.035,9,12.5,2.88,6
0.34,113,27,0.99344,0.14,6.1,0.38,0.06,9.2,3.9,3.07,4
0.53,98,17,0.99018,0.22,6.6,0.39,0.038,13,4,3.25,7
0.46,165,27,0.99122,0.3,6.7,0.45,0.036,12.2,5.3,3.12,6
0.49,170,58,0.99692,0.31,6.5,0.35,0.069,9.4,10.2,3.18,5
0.42,131,28,0.9954,0.3,5.6,0.18,0.028,10.8,10.2,3.49,7
0.46,168,69,0.99212,0.14,4.9,0.335,0.036,10.4666666666667,1.3,3.47,5
0.59,131,24,0.99284,0.36,6.7,0.16,0.045,10.5,2,3.3,6
0.37,142,73,0.9945,0.26,8.5,0.21,0.034,11.4,9.25,3.05,6
0.45,148,39,0.9927,0.21,6.9,0.33,0.053,9.4,1,3.12,6
0.88,152,56,0.99398,0.4,6,0.25,0.052,10.5,5.7,3.16,6
0.76,143,41,1,0.46,7.8,0.18,0.042,8.5,12.6,3.24,8
0.45,131,18,0.99176,0.47,7,0.24,0.043,11,1.3,3.19,6
0.53,67,17,0.9918,0.39,5.6,0.19,0.043,10.3,1.1,3.23,6
0.51,181,58,0.99776,0.51,7.6,0.37,0.094,9,11.7,2.91,5
0.57,248,41,0.9986,0.26,8,0.25,0.043,8.7,14,3.03,6
0.62,228,31,0.9957,0.24,7,0.32,0.048,9.4,6.2,3.23,6
0.66,260,82.5,0.9941,0.35,6.3,0.39,0.04,10.1,5.9,3.12,5
0.46,146,33,0.9988,0.4,8.4,0.28,0.048,9.3,8.9,3.4,5
0.57,134,29,0.99462,0.29,6,0.34,0.046,10.7,6.1,3.48,6
0.33,123,43,0.99212,0.27,8.1,0.26,0.03,11.2,4.3,3.16,6
0.54,112,29,0.99298,0.38,6.5,0.23,0.032,9.7,1.3,3.29,5
0.45,126,34,0.99,0.31,6.4,0.32,0.037,11.8,1.9,3.06,6
0.32,95,29,0.99071,0.29,6.8,0.3,0.025,12.9,6.2,3.03,7
0.58,102,31,0.99221,0.39,6.6,0.21,0.041,10.9,2.3,3.22,7
0.53,172,52,0.99573,0.4,7.2,0.26,0.047,9.5,6.3,3.18,6
0.5,116,42,0.99822,0.47,7.6,0.35,0.037,9.2,13.3,3.04,5
0.52,104,43,0.99054,0.45,6.5,0.23,0.027,11.3,2.1,3.02,6
0.35,158,37,0.9955,0.49,7.8,0.43,0.033,11.3,13,3.14,6
0.44,186,31,0.9954,0.43,6.6,0.45,0.064,9.4,7.2,3.12,5
0.55,172,44,0.9944,0.35,6.8,0.24,0.048,10.5,6.4,3.29,7
0.46,87,18,0.9928,0.49,6.1,0.22,0.051,9.6,1.5,3.3,5
0.55,230,70,0.99558,0.28,8.1,0.34,0.04,9.8,7.5,3.14,6
0.33,108,46,0.9934,0.49,8.4,0.24,0.039,11.9,7.4,3.03,7
0.53,142,37,0.99432,0.28,5.9,0.23,0.046,10.6,8.6,3.23,6
0.47,125,34,0.99966,0.51,6.5,0.21,0.045,8.8,17.6,3.2,6
0.3,111,25,0.98966,0.4,6.1,0.22,0.031,11.8,1.85,3.03,7
0.53,202,66,0.99674,0.42,6.5,0.29,0.042,9.5,10.6,3.24,6
0.48,194,59,0.99558,0.41,6.6,0.28,0.046,9.4,7,3.14,5
0.35,163,46,0.9928,0.39,7,0.46,0.039,12.2,6.2,3.21,7
0.49,186,59,0.99754,0.17,6.9,0.4,0.033,9.4,12.9,3.08,5
0.33,135,35,0.9935,0.32,7,0.36,0.045,11.6,10.5,3.09,8
0.64,156,31,0.9946,0.68,7.3,0.19,0.05,9.4,1.5,3.32,6
0.47,109,8,0.99058,0.16,6.1,1.1,0.033,12.4,4.4,3.35,4
0.77,129,23,0.98949,0.18,5.2,0.5,0.036,13.4,2,3.36,7
0.62,126,27,0.9918,0.32,7.1,0.37,0.037,12,1.4,3.19,5
0.42,182,44,0.99802,0.26,6.7,0.24,0.053,9.7,12.6,3.42,5
0.51,114,28,0.99313,0.24,5.3,0.275,0.038,11,7.4,3.38,6
0.76,183,68,0.99922,0.36,7.2,0.21,0.045,9.4,15.7,3.25,5
0.54,186,48,0.9958,0.46,6.6,0.26,0.047,9.1,7.8,3.2,5
0.68,233,62,0.9999,0.72,8,0.66,0.042,9.4,17.55,2.92,4
0.45,131,23,0.99164,0.33,5.5,0.12,0.038,9.8,1,3.25,5
0.54,176,36,0.9986,0.23,6.4,0.32,0.055,9.1,16.2,3.26,5
0.55,110,54,0.99176,0.34,8.5,0.23,0.035,11,1.3,3.07,7
0.77,170,23,0.993,0.31,6.1,0.4,0.048,9.5,0.9,3.22,6
0.53,120,8,0.99767,0.25,6.2,0.2,0.055,9.6,15,3.19,6
0.64,54,20,0.99057,0.33,7.1,0.14,0.104,11.5,1,3.19,6
0.35,148,60,0.98964,0.17,4.9,0.47,0.035,11.5,1.9,3.27,6
0.42,93,22,0.9928,0.26,6,0.2,0.049,11,6.8,3.15,6
0.53,189,35,0.9986,0.34,7.1,0.26,0.067,9.1,14.4,3.07,7
0.47,132,43,0.98975,0.25,7.1,0.43,0.036,13.4,2.8,3.21,6
0.32,87,28,0.9919,0.49,7.8,0.26,0.027,11.3,3.2,3.03,7
0.54,146,20,0.99834,0.31,6.7,0.34,0.051,9.1,16.4,3.06,5
0.37,100,65,0.9874,0.12,5,0.61,0.009,13.5,1.3,3.26,5
0.32,132,29,0.9945,0.31,8.4,0.17,0.038,10.6,6.7,3.1,7
0.45,113,29,0.99406,0.28,6.8,0.18,0.039,10.9,9.8,3.11,7
0.46,173,37,0.9925,0.25,6.1,0.14,0.047,10,1.3,3.35,6
0.45,161,53,0.99207,0.28,6.6,0.18,0.041,10.2,1.7,3.13,6
0.47,155,42,0.9999,0.39,7.2,0.25,0.038,9,18.95,2.97,6
0.4,177,30,0.99085,0.36,7.3,0.25,0.034,11.9,2.1,3.25,8
0.5,185,47,0.9933,0.3,8.2,0.22,0.047,10.2,1.8,3.13,6
0.45,56,10,0.99352,0.28,7,0.14,0.026,9.9,1.3,3.46,5
0.61,113,22,0.99289,0.3,6.8,0.32,0.049,10.2,1,3.24,5
0.5,130,29,0.99354,0.32,7.1,0.34,0.051,10.4,2,3.3,6
0.31,21,3,0.9897,0.37,5.9,0.19,0.027,10.8,0.8,3.09,5
0.51,194,38,0.9976,0.4,8.3,0.28,0.041,9.6,7.8,3.34,6
0.7,119,10,0.9913,0.44,7.6,0.21,0.036,12.8,1.9,3.01,6
0.59,122,6,0.99255,0.6,6.9,0.19,0.037,10.4,4,2.92,4
0.37,135,36,0.9938,0.35,6.6,0.24,0.031,10.5,7.7,3.19,5
0.34,128,37,0.9936,0.27,6.9,0.25,0.039,11.3,9.05,3.27,8
0.49,186,59,0.99754,0.17,6.9,0.4,0.033,9.4,12.9,3.08,5
0.54,109,23,0.99399,0.27,7.6,0.31,0.036,11,5.8,3.34,6
0.51,135,13,0.99335,0.34,7.9,0.51,0.049,10,2.6,3.09,5
0.36,118,22,0.9954,0.49,7,0.14,0.053,9.4,5.9,3.36,6
0.46,164,58,0.99814,0.59,7.5,0.26,0.046,8.9,11.8,3.17,4
0.38,137,59.5,0.995,0.25,6.6,0.16,0.049,10,9.8,3.16,6
0.43,79,30,0.9932,0.06,5.1,0.52,0.052,9.3,2.7,3.32,5
0.55,224,41,0.9966,0.26,7.2,0.16,0.054,10.1,7.1,3.38,5
0.64,128,29,0.9937,0.31,7.1,0.26,0.044,10.9,2.2,3.34,8
0.47,183,61,0.99786,0.46,7.7,0.35,0.088,9,11.8,2.86,5
0.38,152,55,0.9961,0.24,5.8,0.26,0.044,9.4,9.2,3.31,5
0.33,100,28,0.99348,0.24,6.7,0.2,0.044,10.2,6.5,3.12,6
0.52,157,43,0.99384,0.21,6.6,0.16,0.055,10.8,6.7,3.15,6
0.33,139,40,0.9975,0.36,6.9,0.24,0.031,11,20.8,3.2,6
0.32,28,4,0.99184,0.3,6.9,0.3,0.037,12.7,10.55,3.07,6
0.64,96,15,0.99232,0.29,6.8,0.24,0.044,10.4,2,3.23,8
0.37,111,32,0.99474,0.16,5.7,0.27,0.053,10.4,9,3.36,6
0.47,124,28,0.99684,0.42,6.1,0.17,0.033,9.5,15.1,2.87,5
0.53,197,47,0.99865,0.19,7.2,0.23,0.052,9,13.7,3.12,5
0.45,175,7,0.9951,0.3,9,0.43,0.05,9.7,1.5,3.11,4
0.47,206,53,0.99586,0.42,6.2,0.25,0.049,9.1,8,3.16,6
0.52,64,11,0.9922,0.13,5.8,0.415,0.04,10.5,1.4,3.29,5
0.48,168,26,0.9911,0.34,7.7,0.27,0.028,12.1,1.8,2.99,7
0.54,57,5,0.99256,0.37,7.6,0.48,0.034,10.4,1.2,3.05,3
0.56,130,42,0.99283,0.33,6.8,0.19,0.047,11,4.9,3.12,6
0.45,201,32,0.998,0.32,7.6,0.285,0.063,9.2,14.6,3,5
0.61,121,25,0.9944,0.3,6.7,0.26,0.043,10.2,1.8,3.44,6
0.34,140,34,0.99,0.49,7.2,0.22,0.045,12.7,1,3.05,6
0.47,116,32,0.9944,0.43,8.3,0.49,0.036,10.7,2.5,3.23,6
0.56,173,27,0.99872,0.47,6.6,0.32,0.063,9,15.6,3.18,5
0.35,105,21,0.9962,0.29,7.4,0.24,0.05,9.5,10.1,3.13,5
0.46,160,28,0.9954,0.26,7,0.31,0.069,9.8,7.4,3.13,6
0.45,178,62,0.99685,0.44,6.6,0.29,0.053,8.9,9,3.02,5
0.65,170,15,0.99605,0.56,7.5,0.38,0.055,9.9,9.7,3.13,6
0.54,125,36,0.9967,0.32,7.1,0.18,0.048,9.4,12.2,2.92,6
0.47,141,38,0.995,0.24,6.3,0.3,0.04,9.5,6.6,3.22,5
0.6,96,39,0.99035,0.31,6.6,0.29,0.027,12.6,3.9,3.24,8
0.4,112,19,0.99314,0.2,6.4,0.5,0.059,9.2,2.4,3.18,6
0.48,130,44,0.99855,0.44,7.7,0.2,0.05,10,13.9,3.11,6
0.38,180,39,0.9936,0.49,8,0.34,0.033,12.3,9,3.13,8
0.33,164,45,0.9939,0.36,7.5,0.27,0.036,11,7,3.03,5
0.3,117,26,0.9886,0.33,6.1,0.27,0.021,12.5,2.2,3.12,6
0.45,220,52,0.9964,0.49,6.6,0.31,0.05,8.8,7.7,3.12,5
0.48,172,26,0.9944,0.36,7.6,0.33,0.034,10.5,2.1,3.42,4
0.53,29,3,0.9906,0.46,7.2,0.31,0.04,12.5,5,3.04,4
0.3,188,28,0.9958,0.39,7.3,0.27,0.064,9.7,6.7,3.29,5
0.42,166,34,0.99136,0.3,7.4,0.16,0.064,11.4333333333333,1.4,3.11,6
0.46,124,28,0.997,0.45,9.1,0.27,0.035,10.4,10.6,3.2,9
0.61,140,29,0.99304,0.24,6.6,0.295,0.039,10.4,1.6,3.35,7
0.36,108,26,0.99388,0.27,6.2,0.28,0.03,10.7,10.3,3.2,6
0.51,157,56,0.99586,0.29,6.8,0.24,0.042,10.1,9.5,3.11,6
0.63,88,34,0.99028,0.3,6.5,0.33,0.036,12.5,3.8,3.25,7
0.36,82,2,0.99402,0.26,6.5,0.27,0.03,11.2,11,3.07,5
0.4,145,31,0.9983,0.33,6.7,0.24,0.046,9.5,12.3,3.36,5
0.58,133,53,0.99524,0.3,6.8,0.25,0.043,10.4,11.8,3.03,6
0.44,158,52,0.992,0.28,5.6,0.28,0.044,10.7,4.2,3.35,7
0.44,168,33,0.99825,0.3,7.4,0.16,0.056,8.7,13.7,2.9,7
0.7,344,50.5,0.9958,0.38,9.1,0.33,0.062,9.5,1.7,3.1,5
0.6,165,16,0.9997,0.38,6.6,0.31,0.058,9.2,16.05,3.38,5
0.44,100,31,0.992,0.36,7.4,0.25,0.05,10.8,2.05,3.19,6
0.36,100,28,0.99534,0.29,6.7,0.26,0.036,9.3,7.1,3.08,6
0.51,68,20,0.9906,0.1,5.6,0.34,0.031,11.2,1.3,3.36,7
0.48,84,39,0.99096,0.32,6.6,0.4,0.035,12.7,1.7,3.59,7
0.32,73,21,0.98896,0.33,5.6,0.12,0.044,12.9,2.9,3.17,8
0.42,127,19,0.9953,0.34,7.4,0.41,0.042,10.4,4.7,3.25,5
0.52,114,26,0.99335,0.27,7.1,0.27,0.041,11.5,10.4,3.04,7
0.38,205,55,0.9986,0.28,7.2,0.25,0.055,9,14.4,3.12,7
0.44,123,47,0.99218,0.22,5.2,0.185,0.03,10.15,1,3.55,6
0.3,96,20,0.99456,0.24,6.5,0.33,0.048,11.5,14.5,3.06,8
0.44,87,26,0.99092,0.35,5.4,0.22,0.029,12.5,6.5,3.29,7
0.42,97,27,0.9904,0.29,6.8,0.4,0.044,11.2,2.8,3.12,6
0.36,137,35,0.9946,0.44,6.8,0.28,0.031,10.4,9.3,3.16,6
0.69,160,8,1.03898,0.6,7.8,0.965,0.074,11.7,65.8,3.39,6
0.53,107,18,0.99514,0.49,9.2,0.16,0.044,10.2,2,3.1,4
0.34,95,22,0.9935,0.49,8.4,0.23,0.035,12,7.8,3.04,6
0.44,158,52,0.992,0.28,5.8,0.28,0.044,10.7,4.2,3.35,7
0.51,85,15,0.99,0.33,6.6,0.42,0.034,13.4,2.8,3.28,6
0.51,173,39,0.9918,0.31,7.3,0.26,0.04,11.4,1.6,3.19,6
0.72,210,28,0.99771,0.18,6.2,0.44,0.096,9.2,7.7,3.56,5
0.42,133,37,0.9963,0.26,7.6,0.2,0.086,9.2,4.5,3.15,5
0.55,90,21,0.99509,0.26,7,0.23,0.041,9.5,7.2,3.22,6
0.41,205,57,0.9975,0.26,6.4,0.31,0.046,9.6,13.2,3.17,5
0.66,122,29,0.99048,0.33,5.4,0.255,0.051,11.3,1.2,3.37,6
0.44,130,30,0.993,0.19,6.8,0.31,0.086,9.6,3.5,2.83,5
0.56,118,48,0.99726,0.24,7.1,0.27,0.044,10,12.6,3.04,7
0.66,161,57,0.9946,0.19,6.7,0.18,0.046,10.5,4.7,3.32,6
0.47,126,34,0.99058,0.37,7,0.29,0.035,12.3,1.6,3.26,6
0.44,192,52,0.9975,0.37,7.4,0.25,0.06,9.1,13.5,3,5
0.36,119,7,0.99297,0.17,7,0.35,0.049,9.7,1.1,3.13,6
0.42,169,44,0.998,0.33,6.9,0.23,0.056,9.8,12.8,3.42,6
0.33,164,45,0.9939,0.36,7.5,0.27,0.036,11,7,3.03,5
0.55,189,51,0.99174,0.25,7,0.4,0.05,11.4,1.8,3,6
0.41,225,80,0.99685,0.28,6.5,0.26,0.046,10,12.5,3.18,6
0.38,67,38,0.98954,0.26,6,0.2,0.033,11.5,1.1,3.14,6
0.54,231,34,0.9964,0.24,7.3,0.19,0.054,10,6.3,3.36,6
0.47,176,13,0.9946,0.34,8.9,0.34,0.056,9.7,1.6,3.14,5
0.39,180,76,0.9942,0.45,6.4,0.3,0.197,9.1,3.5,3.02,6
0.52,151,42,0.9948,0.49,6.4,0.22,0.054,10.1,7.5,3.27,6
0.44,127,26,0.9928,0.37,7,0.29,0.034,10.8,4.9,3.17,6
0.54,118,33,0.99835,0.3,6.6,0.23,0.051,9,14.9,3.04,6
0.52,73,23,0.99032,0.3,6.2,0.18,0.031,11.3,1,3.23,6
0.39,95,33,0.99702,0.29,6.6,0.13,0.056,9.4,13.9,3.17,6
0.53,218,30.5,0.99388,0.31,6.7,0.25,0.061,9.5,1.35,3.16,5
0.54,136,35,0.99248,0.27,7.3,0.19,0.027,11,1.6,3.38,7
0.73,49,7,0.99242,0.3,8.1,0.2,0.036,10.3,1.3,2.99,5
0.44,152,55,0.9907,0.28,5.9,0.62,0.039,12,3.5,3.44,6
0.42,87,33,0.994,0.29,7.5,0.22,0.05,9.9,4.8,3.14,5
0.52,94,28,0.98906,0.32,5.8,0.31,0.024,13.7,4.5,3.25,7
0.47,152,108,0.99728,0.3,6.2,0.22,0.054,9.5,12.4,3.1,6
0.39,101,22,0.9901,0.4,6.9,0.25,0.038,11.4,1.3,3.03,6
0.38,98,41,0.99564,0.29,7,0.12,0.039,9.8,10.3,3.19,8
0.54,127,38,0.9933,0.36,6.8,0.22,0.052,9.2,1.2,3.04,5
0.37,138,44,1.0001,0.25,6.5,0.22,0.05,8.8,17.1,3.3,5
0.36,87,49,0.99062,0.28,8.1,0.2,0.023,11.1,0.9,2.92,6
0.44,134,31,0.99408,0.27,6,0.28,0.036,13,15.5,3.19,7
0.42,170,55,0.9972,0.27,5.8,0.27,0.045,9.3,12.3,3.28,6
0.45,187,50,0.9927,0.47,6.1,0.3,0.049,9.5,1.4,3.19,5
0.52,77,7,0.9939,0.42,8.4,0.18,0.036,11.7,5.1,3.16,5
0.72,78,33,0.99146,0.35,6.6,0.17,0.03,11.3,2.6,3.22,6
0.49,111,28,0.98962,0.38,6.1,0.18,0.033,12.4,2.3,3.16,6
0.34,68,12,0.994,0.25,5.6,0.245,0.032,10.5,9.7,3.31,5
0.52,128,24,0.9944,0.34,6.9,0.23,0.047,9.7,4,3.2,6
0.49,213,41,0.9927,0.3,7,0.24,0.04,11.8,4.2,3.28,6
0.59,129,40,0.99193,0.31,6.1,0.22,0.039,10.9,1.4,3.45,5
0.38,101,26,0.98948,0.28,5.7,0.22,0.027,12.5,1.3,3.35,7
0.46,182,47,0.9957,0.44,6.4,0.21,0.045,9.1,7.4,3.24,5
0.37,150,62,0.99508,0.19,7.5,0.42,0.041,10,6.9,3.23,6
0.4,154,44,0.9931,0.22,5.6,0.41,0.05,10.5,7.1,3.3,5
0.55,186,59,0.9969,0.31,7.7,0.23,0.038,9.5,10.7,3.12,6
0.32,26,5,0.9932,0.17,6.5,0.52,0.047,10,1.4,3.26,4
0.4,91,16,0.9906,0.3,6.3,0.23,0.033,11.8,1.8,3.28,6
0.66,108,38,0.99006,0.36,6.8,0.17,0.036,12,1.4,3.19,6
0.5,183,40,0.998,0.3,6.6,0.25,0.052,9.1,14.4,3.02,6
0.55,153,40,0.9911,0.26,5.8,0.36,0.038,11.3,3.3,3.34,6
0.6,189,51,0.99782,0.28,6.9,0.36,0.048,9.5,13.55,3,7
0.63,115,22,0.9964,0.04,5.7,0.385,0.034,9.9,12.6,3.28,6
0.4,122,21,0.99238,0.57,6.4,0.25,0.062,9.5,1,3,5
0.58,222,59,0.9993,0.41,6.5,0.46,0.084,9,16.8,3.18,5
0.42,161,31,0.99154,0.32,7.5,0.3,0.032,10.5,1.4,2.95,5
0.33,74,34,0.9884,0.46,6.1,0.22,0.16,13.4,1.8,3.19,6
0.34,148,69,0.9958,0.47,6,0.11,0.052,9.3,10.6,2.91,4
0.53,92,29,0.99033,0.29,6,0.19,0.046,11.3,1.2,3.22,6
0.48,121,29,0.99111,0.34,6.5,0.28,0.04,12.1,3.6,3.28,7
0.64,133,29,0.99108,0.34,6.5,0.16,0.029,11.5,1.4,3.33,7
0.72,129,47,0.99678,0.41,6.5,0.18,0.039,10.3,14.2,3.28,7
0.36,84,24,0.9909,0.25,6.7,0.37,0.028,11.7,2.5,3.14,6
0.45,154,27,0.9927,0.34,7.8,0.27,0.046,10.5,1.6,3.05,6
0.31,101,41,0.989315,0.53,6.3,0.25,0.021,13,1.8,3.19,6
0.38,132,46,0.9918,0.3,6.9,0.28,0.047,11.1,1.6,3.35,7
0.54,114,30,0.99368,0.41,6.9,0.23,0.03,11,8,3.22,6
0.51,221,51,0.99851,0.39,6.6,0.39,0.057,8.9,11.9,3.26,6
0.34,93,27,0.98884,0.36,6.6,0.16,0.031,13.2,1.1,3.23,8
0.48,196,20,0.99712,0.38,6.5,0.35,0.036,9.1,7.4,3.47,6
0.53,142,41,0.9934,0.31,7.6,0.2,0.047,10.1,1.4,3.43,6
0.72,146,63,0.99066,0.42,6.3,0.13,0.043,11.2,1.1,3.13,7
0.36,80,17,0.99058,0.27,6.9,0.45,0.035,12.5,4.7,3.12,7
0.38,246,65,0.9976,0.17,6,0.39,0.046,9,12,3.15,6
0.5,222,61,0.9972,0.3,7.2,0.28,0.044,9.1,10.7,3.14,6
0.43,154,37,0.99093,0.39,7.9,0.2,0.041,11.9,1,3.08,5
0.43,89,15,0.9919,0.25,5.1,0.14,0.039,9.2,0.7,3.22,6
0.5,118,34,0.9954,0.27,5,0.235,0.03,9.4,11.75,3.07,6
0.5,109,27,0.99345,0.37,6.4,0.16,0.037,9.8,1.5,3.38,6
0.57,127,37,0.99373,0.17,6,0.14,0.036,9.8,5.6,3.05,6
0.51,162,41,0.99498,0.27,6.1,0.28,0.048,9.9,8,3.21,5
0.54,76,25,0.99202,0.33,7,0.2,0.03,10.5,4.7,2.88,6
0.4,55,6,0.98876,0.41,6.9,0.28,0.016,13.4,1.4,3.16,5
0.4,94,17,0.99681,0.2,7.2,0.585,0.086,9.4,10.4,3.13,5
0.32,148,52,0.99038,0.31,8.4,0.31,0.021,11.5,0.95,2.93,5
0.73,49,7,0.99242,0.3,8.1,0.2,0.036,10.3,1.3,2.99,5
0.64,123,21,0.9959,0.47,9.5,0.21,0.039,9.5,1.3,2.9,5
0.58,97,26,0.99148,0.28,7.3,0.4,0.037,12.6,6.5,3.16,7
0.49,111,22,0.9956,0.25,7.6,0.3,0.054,9.2,4.3,3.12,5
0.44,115,35,0.98936,0.28,7.1,0.36,0.036,13.5,2.4,3.19,7
0.57,211,60,0.9966,0.5,6.4,0.24,0.047,9.3,11.6,3.18,5
0.41,118,29,0.9936,0.1,6.8,0.34,0.049,9.5,1.4,3.21,5
0.45,183,59,0.99594,0.46,6.6,0.26,0.047,9.3,6.9,3.2,5
0.38,115,31,0.99564,0.16,5.6,0.205,0.051,10.8,12.55,3.4,6
0.57,180,61,0.9972,0.35,6.5,0.28,0.067,9,9.8,3.15,4
